"report_date_as_yyyy_mm_dd","market_and_exchange_names","commodity_name","open_interest_all","prod_merc_positions_long","prod_merc_positions_short","m_money_positions_long_all","m_money_positions_short_all"
"2012-09-04T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","136512","8277","38744","30512","29839"
"2012-09-04T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","119504","13030","63435","30560","4364"
"2012-09-04T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","54977","2039","27368","29186","7847"
"2012-09-04T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19901","1523","11295","10223","3357"
"2012-09-11T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19154","1092","11677","9285","2087"
"2012-09-11T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","460531","72737","266203","147696","10083"
"2012-09-11T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","147630","6769","48954","41429","23931"
"2012-09-11T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","121050","12129","64473","30731","3976"
"2012-09-11T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","56375","2677","28812","29310","5639"
"2012-09-11T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1133496","124855","145032","212621","236291"
"2012-09-18T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20377","667","12027","10463","1551"
"2012-09-18T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","478609","44354","236273","155972","11670"
"2012-09-18T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","149098","6480","50783","42111","24947"
"2012-09-18T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","127032","9256","51855","31582","3990"
"2012-09-18T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","57118","1905","30085","31853","4147"
"2012-09-18T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1122990","125359","151798","203796","215762"
"2012-09-25T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20057","763","12916","10631","1385"
"2012-09-25T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","489516","44057","256629","167404","9176"
"2012-09-25T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","152263","6401","52602","46597","26015"
"2012-09-25T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","133163","9204","52944","35613","4259"
"2012-09-25T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","58824","2320","33712","33857","3486"
"2012-09-25T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1067076","121867","149573","200723","211043"
"2012-10-02T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20458","680","13286","10900","1309"
"2012-10-02T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","480908","42029","258285","171822","8832"
"2012-10-02T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","152264","5451","56565","47502","23186"
"2012-10-02T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","139117","9130","56351","37591","2627"
"2012-10-02T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","60889","1956","34990","36207","3141"
"2012-10-02T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1147792","121007","161706","221543","187574"
"2012-10-09T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1187378","129373","170329","234652","191607"
"2012-10-09T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","484359","41908","258562","177644","10171"
"2012-10-09T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","152004","5185","58772","45002","21554"
"2012-10-09T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","140426","9302","55807","39512","3138"
"2012-10-09T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64674","1804","36182","39625","3245"
"2012-10-09T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20295","550","13049","11436","1482"
"2012-10-16T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1188592","140006","177978","248350","213064"
"2012-10-16T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","462826","39443","238865","169829","11245"
"2012-10-16T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","150296","5030","57864","43632","19856"
"2012-10-16T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","141405","8810","54852","37906","3087"
"2012-10-16T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64707","1653","36855","40232","2723"
"2012-10-16T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19725","663","12276","10749","1338"
"2012-10-23T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19885","843","11597","9554","1938"
"2012-10-23T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","455836","40928","232022","159412","12776"
"2012-10-23T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","153564","9391","60879","39694","21627"
"2012-10-23T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","140643","9186","54308","35242","3626"
"2012-10-23T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","62200","1689","36366","38129","3497"
"2012-10-23T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1204690","141218","177626","259337","221132"
"2012-10-30T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20761","1183","11096","9279","3206"
"2012-10-30T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","454742","41732","226728","149389","13961"
"2012-10-30T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","156569","11192","58909","35512","28548"
"2012-10-30T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","137585","9124","53083","34328","5218"
"2012-10-30T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","61449","2236","36082","35929","4666"
"2012-10-30T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1183848","133631","173947","254519","218238"
"2012-11-06T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","21665","1391","11571","9857","3385"
"2012-11-06T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","447154","44160","211709","128668","13499"
"2012-11-06T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","155396","12065","57900","32746","30674"
"2012-11-06T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","139313","9551","53663","32227","5589"
"2012-11-06T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","60132","2601","35630","31883","4213"
"2012-11-06T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1175941","119950","157988","233500","217216"
"2012-11-13T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","21933","1434","11741","10127","2906"
"2012-11-13T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","151884","8207","52369","30809","31640"
"2012-11-13T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","144567","9538","55066","32663","5645"
"2012-11-13T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","459761","44875","227746","137972","13042"
"2012-11-13T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","60470","2880","35771","30472","4927"
"2012-11-13T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1150704","113951","154052","208266","210849"
"2012-11-20T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","59533","2490","35247","28440","4738"
"2012-11-20T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","474129","44224","233033","147339","11400"
"2012-11-20T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","147748","12033","55540","29778","32430"
"2012-11-20T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1156533","112420","153869","223470","211397"
"2012-11-20T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","150335","9583","58469","35954","3739"
"2012-11-20T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","21897","983","12278","11144","2022"
"2012-11-27T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","150727","11644","62803","39784","3299"
"2012-11-27T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","479373","47394","244733","159947","7640"
"2012-11-27T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","145313","8795","54531","29202","30755"
"2012-11-27T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","61261","2903","35861","31150","4379"
"2012-11-27T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","22786","1126","13588","12174","1384"
"2012-11-27T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1164799","110523","157245","237197","218715"
"2012-12-04T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1152312","104368","145969","213670","257755"
"2012-12-04T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","434416","48256","223187","134304","15559"
"2012-12-04T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","143993","5444","58476","33312","19831"
"2012-12-04T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","141738","10595","59903","39361","2969"
"2012-12-04T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","61309","1725","36142","32264","4312"
"2012-12-04T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","23194","737","14974","14773","695"
"2012-12-11T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","24856","754","15923","16043","1088"
"2012-12-11T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","433586","50170","212748","134234","14579"
"2012-12-11T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","151310","5613","63805","39284","17161"
"2012-12-11T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","142085","10541","58364","37532","3602"
"2012-12-11T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","63805","1703","36200","34813","3559"
"2012-12-11T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1137704","111707","152476","210992","260980"
"2012-12-18T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26517","720","15808","17773","1719"
"2012-12-18T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","435742","50213","199985","130786","22755"
"2012-12-18T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","153815","6401","66143","42233","17702"
"2012-12-18T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","141423","11005","57620","33175","3652"
"2012-12-18T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64501","1249","36983","36028","2782"
"2012-12-18T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1167143","131117","165938","212399","278231"
"2012-12-24T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26325","547","16074","17838","1392"
"2012-12-24T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","426300","51885","188906","128403","29509"
"2012-12-24T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","148449","7604","62048","35797","20809"
"2012-12-24T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","140751","12439","53440","27545","4542"
"2012-12-24T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","62466","2765","34703","32328","3686"
"2012-12-24T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1164624","138759","166100","213194","305616"
"2012-12-31T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","28532","602","17165","19238","1390"
"2012-12-31T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","427991","50991","186493","124967","27848"
"2012-12-31T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","146548","7719","63993","34694","18770"
"2012-12-31T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","141489","13156","53645","27421","4882"
"2012-12-31T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","59593","2815","33041","32381","4887"
"2012-12-31T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1164815","137336","165465","214598","304569"
"2013-01-08T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1175043","141351","170716","221886","306797"
"2013-01-08T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","441304","51806","187324","117603","30254"
"2013-01-08T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","156245","10716","70884","36715","16550"
"2013-01-08T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","137542","12337","51395","26390","5497"
"2013-01-08T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","62313","2487","33468","34157","5508"
"2013-01-08T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27462","1892","17475","16731","1575"
"2013-01-15T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1174780","132416","156186","219833","302537"
"2013-01-15T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","447773","52729","188070","118437","27333"
"2013-01-15T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","155689","10887","71123","35789","19621"
"2013-01-15T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","140433","12890","52564","27730","5418"
"2013-01-15T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","63266","2797","35055","36200","1999"
"2013-01-15T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","29944","2136","17513","18100","1970"
"2013-01-22T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31940","1884","18511","20195","1812"
"2013-01-22T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","461369","55162","195954","121758","23861"
"2013-01-22T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","161899","11290","70795","35415","18977"
"2013-01-22T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","142279","11526","53353","31764","5449"
"2013-01-22T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64784","1885","35911","40128","2260"
"2013-01-22T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1174981","130734","157064","223542","284287"
"2013-01-29T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","35172","1405","20224","23951","2129"
"2013-01-29T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","430718","62343","193626","111076","34575"
"2013-01-29T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","168493","12469","71723","35221","20773"
"2013-01-29T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","148532","11720","56349","33814","4548"
"2013-01-29T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","68157","2225","37591","42734","2626"
"2013-01-29T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1146846","126987","158974","228543","291784"
"2013-02-05T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","37627","1224","21925","24877","2491"
"2013-02-05T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","423982","49831","184696","113058","34510"
"2013-02-05T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","183941","16982","81229","44912","22262"
"2013-02-05T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","151512","12337","57557","33289","3219"
"2013-02-05T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","71955","2317","39356","43745","2965"
"2013-02-05T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1201259","142824","172397","225459","282622"
"2013-02-12T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","38763","1183","23212","25566","2215"
"2013-02-12T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","435088","54166","179008","113939","47357"
"2013-02-12T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","174441","10949","71836","44964","21866"
"2013-02-12T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","152817","14384","58555","31071","4733"
"2013-02-12T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","73657","2564","40152","42716","1870"
"2013-02-12T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1193809","150443","177200","221816","291263"
"2013-02-19T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","38162","1118","23720","25367","2491"
"2013-02-19T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","447290","56079","160514","109507","66697"
"2013-02-19T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","178372","12344","69347","38179","26766"
"2013-02-19T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","155353","13800","53939","27296","9320"
"2013-02-19T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","72215","2791","39850","40600","1174"
"2013-02-19T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1199688","144030","165665","213290","295975"
"2013-02-26T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","145625","13243","52043","25946","13361"
"2013-02-26T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","433858","50828","159967","112888","62035"
"2013-02-26T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","161180","12384","57674","25839","33004"
"2013-02-26T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","66162","2687","37413","33969","1608"
"2013-02-26T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","34819","855","22427","23348","1363"
"2013-02-26T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1201674","154341","172552","213966","281656"
"2013-03-05T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1236980","163903","185369","225564","258745"
"2013-03-05T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","434586","54198","153960","108352","67182"
"2013-03-05T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","159485","12184","49959","24581","40963"
"2013-03-05T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","147100","14317","50904","24575","17123"
"2013-03-05T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64689","3252","37656","31967","1962"
"2013-03-05T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","34479","1408","22588","23567","1465"
"2013-03-12T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","38141","861","24216","25615","1001"
"2013-03-12T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","445651","55461","150703","112966","68642"
"2013-03-12T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","158500","13182","50437","24540","41303"
"2013-03-12T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","148283","13854","49977","24088","17800"
"2013-03-12T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","65079","2908","36680","30720","3192"
"2013-03-12T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1272844","174771","209694","246452","244990"
"2013-03-19T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","37671","783","24206","25515","1270"
"2013-03-19T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","168616","17870","52215","22064","47782"
"2013-03-19T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","151521","14562","49199","24856","20841"
"2013-03-19T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","440712","53473","152898","121388","56609"
"2013-03-19T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","64670","3557","36303","29145","5119"
"2013-03-19T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1340116","158074","202914","291772","247720"
